record_id,district,latitude,longitude,elevation_m,slope_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,soil_moisture_index,soil_type,geology,land_cover,ndvi,road_distance_km,river_distance_km,road_cutting,deforestation_index,landslide_occurrence,risk_score,risk_level
87779,Jorhat,24.879133,90.199582,11.25,6.85,53.12,195.92,684.12,0.445,alluvial,granite,forest,0.586,0.185,0.183,0,0.226,0,38.93,Moderate
87780,Dima Hasao,26.656644,91.508316,182.81,15.48,58.08,222.72,761.15,0.517,colluvial,weathered_mixed_rock,built_up,0.591,0.123,2.132,0,0.226,1,58.84,High
87781,Jorhat,25.047283,89.79836,157.3,9.17,59.18,180.78,511.36,0.287,weathered_rock,shale,forest,0.564,1.882,7.971,0,0.408,1,35.27,Moderate
87782,Sonitpur,28.00351,95.961243,1030.76,6.12,83.99,206.8,487.56,0.51,sandy_loam,weathered_mixed_rock,cropland,0.462,3.389,1.365,0,0.498,1,44.89,Moderate
87783,Cachar,26.770346,92.357881,423.53,16.3,110.05,407.5,1160.92,0.483,alluvial,gneiss,shrubland,0.438,7.501,0.244,0,0.708,1,69.92,High
87784,Dima Hasao,27.113492,95.955419,100.66,4.41,77.52,250.71,545.81,0.267,alluvial,alluvium,cropland,0.703,0.549,1.76,0,0.303,1,37.43,Moderate
87785,Udalguri,26.363548,94.563302,1206.26,14.58,53.21,305.13,818.63,0.397,clayey,weathered_mixed_rock,built_up,0.469,1.752,0.345,1,0.35,0,63.83,High
87786,Hojai,25.224017,93.56571,44.6,5.85,38.91,134.82,359.83,0.372,lateritic,gneiss,forest,0.679,1.064,1.758,0,0.219,1,27.28,Moderate
87787,Hailakandi,27.799037,93.802352,221.52,12.72,75.76,281.06,746.49,0.622,alluvial,alluvium,grassland,0.625,0.587,0.02,0,0.166,1,60.77,High
87788,Hailakandi,24.295024,95.379657,272.09,9.09,136.0,272.76,860.94,0.401,alluvial,gneiss,bare_land,0.553,3.974,5.989,0,0.225,1,50.33,High
87789,Nagaon,26.677431,95.964023,69.23,4.51,43.06,283.32,821.49,0.31,sandy_loam,shale,forest,0.646,0.799,3.02,0,0.281,0,35.11,Moderate
87790,Karbi Anglong,24.643877,92.95018,1367.09,9.33,50.62,191.37,336.41,0.43,clayey,weathered_mixed_rock,forest,0.737,2.884,3.112,0,0.116,1,41.18,Moderate
87791,Karbi Anglong,24.631085,91.423482,871.23,14.5,45.73,193.85,475.76,0.431,sandy_loam,gneiss,forest,0.606,0.11,0.338,0,0.182,1,52.02,High
87792,Lakhimpur,24.552212,90.726383,134.6,4.54,114.43,192.31,445.51,0.345,weathered_rock,alluvium,grassland,0.437,4.445,2.478,0,0.564,1,34.36,Moderate
87793,Sonitpur,26.644881,95.502719,469.27,11.72,49.53,248.13,630.67,0.372,lateritic,alluvium,cropland,0.75,0.101,0.566,1,0.178,1,56.86,High
87794,Kokrajhar,28.087915,91.661028,41.88,7.16,31.5,176.19,556.12,0.24,sandy_loam,alluvium,grassland,0.553,1.513,0.95,0,0.342,0,27.66,Moderate
87795,Cachar,26.386565,95.950085,962.22,8.53,58.32,144.43,529.59,0.321,alluvial,sandstone,cropland,0.564,0.922,0.826,1,0.342,1,44.63,Moderate
87796,Karbi Anglong,26.227227,92.480862,180.35,42.71,60.22,238.87,827.91,0.347,sandy_loam,weathered_mixed_rock,forest,0.474,2.911,4.163,1,0.524,1,80.53,Very High
87797,Hailakandi,27.282785,92.631457,143.68,28.45,71.0,265.33,852.78,0.358,colluvial,gneiss,cropland,0.656,1.489,1.292,1,0.185,1,72.16,High
87798,Cachar,24.214286,91.688315,286.61,30.33,27.52,81.59,342.59,0.272,colluvial,sandstone,shrubland,0.409,0.115,3.615,0,0.605,1,59.95,High
87799,Karimganj,26.985037,94.533275,327.38,14.76,59.02,138.15,338.32,0.402,clayey,sandstone,cropland,0.563,0.599,0.79,0,0.322,1,48.68,Moderate
87800,Bongaigaon,26.348001,89.748589,49.11,2.18,54.85,139.47,476.14,0.24,lateritic,weathered_mixed_rock,forest,0.638,1.459,0.688,0,0.067,0,20.83,Low
87801,Hailakandi,27.016293,90.975353,145.75,15.14,98.12,401.13,1011.98,0.472,lateritic,weathered_mixed_rock,forest,0.392,5.861,2.697,0,0.49,1,67.01,High
87802,Hailakandi,27.182478,94.451586,610.05,19.91,92.74,205.95,428.85,0.393,weathered_rock,sandstone,forest,0.606,0.206,0.723,1,0.19,1,64.35,High
87803,Hailakandi,24.243824,94.808765,627.72,25.97,82.42,318.59,997.09,0.427,weathered_rock,weathered_mixed_rock,shrubland,0.524,2.967,1.629,1,0.606,1,74.46,High
87804,Tinsukia,27.293855,95.70335,54.48,1.56,94.34,350.96,864.91,0.463,clayey,shale,cropland,0.718,0.56,0.315,0,0.083,1,46.47,Moderate
87805,Kamrup Metropolitan,24.423451,94.428127,1038.35,9.95,43.58,127.63,482.86,0.494,weathered_rock,alluvium,forest,0.659,0.618,1.539,0,0.554,0,43.59,Moderate
87806,West Karbi Anglong,27.2679,93.329456,564.98,9.33,42.92,194.52,499.34,0.355,lateritic,sandstone,bare_land,0.628,10.18,0.337,0,0.309,1,40.19,Moderate
87807,Sivasagar,27.618093,94.293137,163.22,1.21,22.97,102.14,211.43,0.382,alluvial,alluvium,forest,0.703,2.422,0.245,0,0.178,1,17.87,Low
87808,Chirang,26.931376,95.997571,11.45,2.28,167.13,546.9,873.96,0.519,weathered_rock,weathered_mixed_rock,forest,0.629,0.918,7.286,0,0.324,1,63.3,High
87809,Dhemaji,25.505231,94.796408,66.56,10.0,63.22,211.25,914.65,0.161,lateritic,alluvium,shrubland,0.581,0.743,2.428,0,0.167,0,33.49,Moderate
87810,Karbi Anglong,24.979263,91.434033,355.52,7.85,143.99,353.8,1132.56,0.563,colluvial,alluvium,shrubland,0.481,1.8,0.328,0,0.534,1,62.26,High
87811,Jorhat,27.017994,93.667161,25.47,1.55,122.67,444.53,1200.0,0.414,weathered_rock,gneiss,forest,0.535,1.111,1.037,0,0.433,0,52.96,High
87812,Majuli,28.151683,93.505951,35.46,7.38,63.86,186.24,661.44,0.287,sandy_loam,weathered_mixed_rock,forest,0.673,0.02,0.419,0,0.128,1,36.08,Moderate
87813,Lakhimpur,27.838202,95.916164,92.64,13.85,65.37,258.15,657.83,0.192,clayey,alluvium,forest,0.582,3.443,0.464,0,0.213,1,42.57,Moderate
87814,West Karbi Anglong,25.288364,95.964292,353.52,38.08,27.41,109.84,381.96,0.494,sandy_loam,shale,forest,0.703,0.143,4.594,0,0.238,1,71.51,High
87815,Dima Hasao,25.726763,90.610365,468.35,13.27,24.13,178.67,614.51,0.354,alluvial,granite,grassland,0.498,6.534,1.655,0,0.327,1,40.4,Moderate
87816,Cachar,26.992485,91.273703,407.73,17.81,117.88,286.32,557.6,0.388,weathered_rock,weathered_mixed_rock,shrubland,0.609,1.607,2.39,1,0.305,1,66.62,High
87817,Goalpara,24.853355,90.788169,783.06,13.31,42.48,134.93,430.96,0.345,lateritic,sandstone,cropland,0.655,8.953,0.907,0,0.181,0,39.16,Moderate
87818,Kokrajhar,25.391879,89.914918,116.12,0.67,39.95,139.62,710.34,0.47,alluvial,gneiss,built_up,0.671,1.983,0.364,0,0.299,0,24.25,Low
87819,Udalguri,25.782924,95.642365,650.75,12.47,101.04,159.27,594.0,0.401,clayey,granite,forest,0.465,9.077,1.401,0,0.558,0,47.14,Moderate
87820,West Karbi Anglong,24.321434,95.903446,812.33,8.84,121.14,330.09,1200.0,0.386,colluvial,alluvium,built_up,0.508,3.247,3.1,0,0.406,1,54.47,High
87821,Lakhimpur,26.449717,93.511546,75.14,3.43,59.62,152.28,380.66,0.173,alluvial,alluvium,built_up,0.628,0.769,0.346,0,0.092,0,21.73,Low
87822,Dima Hasao,28.078361,90.076279,561.76,14.91,102.93,265.61,882.37,0.478,colluvial,weathered_mixed_rock,shrubland,0.749,0.292,1.436,0,0.22,0,61.51,High
87823,Karbi Anglong,27.51461,92.766597,746.52,36.73,66.14,157.16,469.47,0.33,sandy_loam,gneiss,cropland,0.798,7.719,2.376,0,0.367,1,69.5,High
87824,Tinsukia,26.139201,93.128233,35.16,3.05,30.59,145.48,566.91,0.27,clayey,gneiss,cropland,0.732,2.879,0.099,0,0.13,0,21.73,Low
87825,West Karbi Anglong,27.094455,91.050599,99.08,29.48,100.89,251.48,583.62,0.397,weathered_rock,alluvium,cropland,0.598,4.773,0.498,0,0.225,1,70.85,High
87826,Dima Hasao,28.257006,95.688536,810.53,21.92,43.32,208.09,530.08,0.318,sandy_loam,sandstone,forest,0.537,3.363,2.798,0,0.287,1,54.63,High
87827,Goalpara,25.705603,92.90381,466.72,18.36,62.45,118.59,257.7,0.317,clayey,sandstone,shrubland,0.608,2.295,0.042,1,0.414,1,55.47,High
87828,Sonitpur,24.062882,95.37042,144.3,27.28,69.75,314.13,599.59,0.435,alluvial,sandstone,shrubland,0.634,5.016,3.164,0,0.162,1,70.46,High
87829,Jorhat,26.766081,93.142515,50.12,3.11,69.88,228.78,797.86,0.299,alluvial,sandstone,bare_land,0.625,0.906,1.72,0,0.59,0,32.51,Moderate
87830,West Karbi Anglong,28.163246,93.631046,451.59,14.33,34.12,110.34,321.25,0.437,clayey,alluvium,built_up,0.595,2.228,0.259,0,0.394,1,44.43,Moderate
87831,Hailakandi,24.311145,91.183912,470.21,30.52,32.23,123.33,503.12,0.264,alluvial,alluvium,grassland,0.713,4.251,0.543,0,0.158,0,57.47,High
87832,Kamrup Metropolitan,26.070732,93.990179,436.97,32.02,38.31,76.3,316.17,0.253,clayey,gneiss,built_up,0.568,0.052,4.789,0,0.369,1,60.64,High
87833,Dima Hasao,26.645021,91.214149,1100.85,8.21,57.18,235.76,789.08,0.421,lateritic,granite,cropland,0.498,1.048,3.166,0,0.449,1,45.49,Moderate
87834,Karbi Anglong,24.739892,91.040575,256.01,17.31,40.59,152.06,513.95,0.313,clayey,alluvium,forest,0.591,0.479,0.898,0,0.377,1,48.89,Moderate
87835,Cachar,25.002651,95.170321,289.34,10.61,94.84,218.07,589.57,0.406,weathered_rock,alluvium,cropland,0.741,0.146,0.534,1,0.189,1,57.1,High
87836,West Karbi Anglong,24.856936,92.424382,376.77,23.85,104.23,280.13,625.76,0.538,sandy_loam,shale,cropland,0.689,0.973,0.776,1,0.077,0,72.62,High
87837,Goalpara,27.421845,91.635358,409.4,25.06,22.38,76.72,266.79,0.286,alluvial,alluvium,cropland,0.599,4.854,1.85,0,0.368,1,47.38,Moderate
87838,Sonitpur,25.015098,90.443045,258.66,5.3,27.57,192.04,393.33,0.366,alluvial,alluvium,forest,0.699,2.987,0.683,1,0.125,0,38.87,Moderate
87839,Kamrup,25.320965,91.400213,407.41,22.79,91.35,188.34,429.16,0.385,lateritic,alluvium,cropland,0.529,4.035,1.301,0,0.236,1,59.12,High
87840,Sivasagar,25.717562,93.806882,191.26,5.64,68.0,179.77,678.31,0.477,clayey,gneiss,forest,0.509,2.122,0.837,0,0.269,0,35.36,Moderate
87841,Udalguri,24.139326,92.653504,577.52,16.55,143.43,472.05,1126.4,0.619,clayey,alluvium,forest,0.651,4.775,0.565,0,0.323,1,75.72,Very High
87842,West Karbi Anglong,25.980566,92.165737,340.8,31.59,57.11,171.22,676.57,0.426,sandy_loam,alluvium,cropland,0.64,3.516,1.135,0,0.139,1,66.48,High
87843,Dima Hasao,28.002153,93.815125,277.2,28.43,54.23,173.85,583.03,0.496,clayey,weathered_mixed_rock,forest,0.48,0.9,2.316,1,0.431,1,70.08,High
87844,Sonitpur,25.386809,90.822282,336.82,30.54,31.56,73.79,193.33,0.36,clayey,shale,forest,0.794,5.215,2.349,0,0.223,1,57.62,High
87845,Karbi Anglong,25.044011,90.249288,264.43,20.85,64.01,207.85,733.53,0.383,weathered_rock,sandstone,forest,0.49,2.361,0.56,0,0.432,1,59.4,High
87846,Cachar,27.032876,93.336704,231.03,10.57,36.76,169.31,593.85,0.309,alluvial,weathered_mixed_rock,forest,0.774,3.207,0.763,0,0.172,0,36.88,Moderate
87847,Golaghat,25.287886,91.831141,132.11,3.32,93.37,329.88,1150.99,0.34,colluvial,weathered_mixed_rock,shrubland,0.692,1.918,1.092,0,0.307,1,42.5,Moderate
87848,Karbi Anglong,25.638257,94.452858,237.46,22.73,151.2,362.07,588.3,0.526,alluvial,sandstone,shrubland,0.666,5.469,0.739,0,0.275,1,73.67,High
87849,Kamrup,27.707793,89.920735,326.78,24.55,85.69,321.04,766.82,0.489,sandy_loam,sandstone,cropland,0.755,1.935,0.02,1,0.18,1,74.07,High
87850,Dima Hasao,25.875342,93.178892,594.9,10.04,74.54,215.55,497.34,0.33,clayey,alluvium,cropland,0.763,3.599,1.914,0,0.146,1,41.57,Moderate
87851,Hailakandi,24.397436,91.299876,444.09,19.08,110.74,318.9,789.78,0.425,weathered_rock,alluvium,cropland,0.774,5.223,3.971,0,0.221,1,64.74,High
87852,Majuli,28.285998,95.772794,53.36,4.47,17.07,100.92,203.33,0.381,weathered_rock,alluvium,cropland,0.738,1.059,2.787,0,0.11,0,22.13,Low
87853,Karimganj,24.442446,91.53139,178.1,5.16,67.02,170.27,537.84,0.431,clayey,alluvium,forest,0.424,2.038,4.701,1,0.562,1,44.68,Moderate
87854,Karimganj,24.963584,92.608577,378.91,36.28,81.71,271.35,823.14,0.455,sandy_loam,alluvium,forest,0.872,5.872,3.351,0,0.174,1,76.76,Very High
87855,Darrang,26.16355,90.661373,35.15,6.38,105.55,332.54,722.23,0.285,weathered_rock,alluvium,built_up,0.472,0.953,0.545,0,0.468,1,47.91,Moderate
87856,West Karbi Anglong,24.861744,94.584267,380.03,18.27,79.5,178.57,549.4,0.16,alluvial,sandstone,forest,0.691,0.593,2.907,0,0.144,1,47.19,Moderate
87857,Cachar,26.272794,90.98923,468.44,10.45,85.62,325.15,654.44,0.459,weathered_rock,sandstone,cropland,0.565,1.898,1.029,0,0.472,0,58.03,High
87858,Karbi Anglong,25.487293,89.889021,926.58,21.79,48.58,177.29,559.63,0.263,lateritic,weathered_mixed_rock,forest,0.502,0.541,1.312,1,0.596,1,61.47,High
87859,Dima Hasao,24.57924,90.74507,995.45,17.95,87.02,238.29,730.23,0.362,sandy_loam,granite,forest,0.255,1.132,0.163,1,0.804,1,64.1,High
87860,Karbi Anglong,24.612416,93.40422,178.18,25.79,26.85,68.67,314.56,0.452,colluvial,shale,built_up,0.565,1.947,3.464,1,0.427,1,60.98,High
87861,Goalpara,26.006442,93.147371,233.46,44.86,74.85,139.26,376.93,0.327,weathered_rock,granite,forest,0.603,3.148,4.634,0,0.175,1,75.61,Very High
87862,Dima Hasao,26.481746,90.773189,253.08,9.88,85.74,202.79,683.17,0.358,sandy_loam,weathered_mixed_rock,grassland,0.499,7.004,1.224,0,0.653,1,45.79,Moderate
87863,Karimganj,24.364258,94.480146,728.93,13.98,53.05,176.85,610.67,0.29,alluvial,gneiss,shrubland,0.62,0.849,2.148,0,0.177,1,43.3,Moderate
87864,Kamrup Metropolitan,27.136409,94.175982,83.57,8.3,87.02,263.04,501.81,0.355,sandy_loam,gneiss,built_up,0.75,0.703,1.714,0,0.229,0,47.34,Moderate
87865,Karbi Anglong,26.080061,91.753564,531.77,16.96,67.01,184.43,516.03,0.307,alluvial,sandstone,forest,0.41,2.689,0.659,1,0.38,1,55.94,High
87866,Hailakandi,26.196408,93.45007,563.26,13.76,137.65,302.43,1056.75,0.454,colluvial,shale,cropland,0.429,1.131,4.455,0,0.569,0,63.01,High
87867,Cachar,24.386685,92.255787,875.64,22.9,40.68,137.31,392.89,0.409,alluvial,weathered_mixed_rock,shrubland,0.715,5.469,0.325,0,0.137,1,54.76,High
87868,Nagaon,26.897432,92.51283,126.34,0.27,40.03,186.0,565.53,0.404,alluvial,weathered_mixed_rock,cropland,0.642,2.649,0.743,0,0.443,0,25.64,Moderate
87869,Dima Hasao,25.485491,95.798746,707.82,37.05,78.78,270.35,1104.62,0.375,alluvial,shale,cropland,0.508,2.018,2.004,1,0.415,1,78.71,Very High
87870,Hailakandi,26.677526,94.340483,286.74,30.64,79.82,255.56,894.0,0.523,lateritic,weathered_mixed_rock,grassland,0.596,2.966,0.611,0,0.52,1,74.37,High
87871,Dhemaji,27.079015,93.057809,76.44,2.95,36.38,118.67,209.36,0.336,alluvial,granite,cropland,0.627,0.702,3.053,0,0.463,0,22.49,Low
87872,Cachar,26.183419,95.432016,326.27,36.6,73.26,121.36,481.81,0.296,alluvial,alluvium,cropland,0.786,0.401,1.937,0,0.181,1,67.85,High
87873,Cachar,27.250888,95.690131,763.41,12.17,91.54,229.15,549.1,0.393,colluvial,sandstone,built_up,0.584,1.127,1.096,1,0.406,1,58.33,High
87874,Cachar,25.171664,94.36489,207.48,4.56,42.73,109.62,346.12,0.214,clayey,weathered_mixed_rock,forest,0.769,0.869,0.249,1,0.261,0,35.04,Moderate
87875,Dibrugarh,25.043152,94.083415,44.3,2.2,64.93,183.44,356.38,0.312,alluvial,alluvium,cropland,0.586,2.313,0.93,0,0.195,1,24.29,Low
87876,Dima Hasao,26.066013,93.743427,1434.98,4.69,52.61,230.0,745.85,0.428,alluvial,gneiss,forest,0.552,1.505,0.483,1,0.733,1,49.3,Moderate
87877,Hojai,26.066658,91.172969,47.51,1.92,65.22,180.28,365.33,0.256,sandy_loam,granite,forest,0.717,1.429,1.957,0,0.205,0,22.76,Low
87878,Dima Hasao,25.025169,92.575684,171.6,7.99,83.53,253.08,719.57,0.412,sandy_loam,sandstone,grassland,0.549,5.16,0.709,0,0.419,0,46.4,Moderate
87879,Cachar,27.075672,91.532897,207.73,17.92,48.81,221.01,570.89,0.345,alluvial,weathered_mixed_rock,forest,0.696,1.158,0.02,1,0.294,1,60.97,High
87880,Cachar,26.589612,93.746607,132.07,5.76,64.36,274.47,688.66,0.465,colluvial,weathered_mixed_rock,forest,0.514,1.944,1.394,1,0.553,1,54.85,High
87881,Hailakandi,25.853362,94.80958,359.09,12.69,85.78,191.5,446.01,0.328,lateritic,alluvium,shrubland,0.543,0.978,0.215,0,0.56,1,49.82,Moderate
87882,Karbi Anglong,27.784556,92.574606,276.64,19.72,138.1,490.14,1200.0,0.615,sandy_loam,shale,cropland,0.619,1.851,1.064,1,0.097,1,80.36,Very High
87883,Udalguri,26.149538,90.898833,607.57,16.45,60.57,159.21,483.59,0.432,clayey,sandstone,forest,0.815,11.257,0.138,0,0.081,1,49.64,Moderate
87884,Goalpara,24.257111,92.46276,317.58,11.01,101.84,305.94,694.45,0.426,sandy_loam,sandstone,grassland,0.587,1.284,0.955,0,0.451,1,56.87,High
87885,Kamrup Metropolitan,25.850878,93.265762,811.32,11.64,132.95,257.24,585.23,0.386,sandy_loam,weathered_mixed_rock,forest,0.617,1.533,0.276,1,0.482,0,60.73,High
87886,Udalguri,26.087284,92.563013,563.37,14.38,21.66,98.12,240.38,0.326,clayey,weathered_mixed_rock,forest,0.643,4.201,1.796,0,0.181,1,36.65,Moderate
87887,Karbi Anglong,26.470091,91.332991,618.92,4.81,33.58,91.64,153.75,0.357,clayey,weathered_mixed_rock,cropland,0.602,0.952,2.099,1,0.276,1,36.23,Moderate
87888,Bongaigaon,24.035948,95.595465,75.72,7.16,73.17,151.29,566.47,0.292,colluvial,alluvium,built_up,0.497,4.769,1.822,0,0.713,1,31.7,Moderate
87889,Nagaon,25.580377,95.099762,41.46,5.12,22.19,101.72,404.78,0.178,clayey,alluvium,grassland,0.533,5.786,1.371,0,0.158,0,16.75,Low
87890,Nagaon,25.909799,95.700951,109.29,1.8,29.08,62.97,233.57,0.311,weathered_rock,sandstone,forest,0.547,2.678,0.775,0,0.331,0,16.27,Low
87891,Kamrup,28.116851,94.735399,488.58,2.54,45.15,123.91,386.13,0.228,lateritic,weathered_mixed_rock,cropland,0.607,3.987,0.222,0,0.29,1,23.49,Low
87892,Nagaon,27.00409,90.523876,72.28,0.6,23.29,96.21,294.26,0.32,sandy_loam,alluvium,shrubland,0.566,1.947,1.595,0,0.18,0,15.15,Low
87893,Udalguri,26.774594,91.559405,282.77,14.76,49.06,255.2,775.95,0.398,weathered_rock,gneiss,cropland,0.497,2.24,2.52,1,0.539,1,60.3,High
87894,Hailakandi,25.87475,92.105972,407.35,9.26,61.67,155.75,559.79,0.456,alluvial,granite,cropland,0.548,2.35,0.818,0,0.543,1,42.13,Moderate
87895,Dibrugarh,24.364477,94.783274,52.29,4.83,47.45,177.54,669.23,0.353,clayey,shale,bare_land,0.68,2.154,0.02,0,0.253,1,31.82,Moderate
87896,Darrang,26.071595,90.257648,15.52,0.13,14.56,199.99,499.85,0.347,alluvial,weathered_mixed_rock,bare_land,0.524,0.049,5.879,0,0.334,1,25.31,Moderate
87897,Dima Hasao,25.372916,94.191343,399.93,4.93,89.07,318.26,745.43,0.352,weathered_rock,gneiss,forest,0.505,2.731,3.937,0,0.602,1,46.99,Moderate
87898,South Salmara-Mankachar,27.063941,89.947099,26.37,2.7,26.16,243.68,778.0,0.307,alluvial,weathered_mixed_rock,forest,0.575,5.721,2.055,0,0.442,0,27.29,Moderate
87899,Hailakandi,27.059285,94.982123,635.15,17.97,94.02,237.52,555.24,0.323,clayey,sandstone,forest,0.616,0.768,0.816,0,0.324,0,58.25,High
87900,Kamrup Metropolitan,27.368382,90.528887,678.84,36.53,74.51,228.53,827.77,0.292,colluvial,weathered_mixed_rock,shrubland,0.603,2.748,0.432,1,0.318,0,75.71,Very High
87901,Hailakandi,28.297885,92.714957,484.32,7.47,60.91,118.53,361.1,0.302,weathered_rock,alluvium,grassland,0.618,5.765,6.183,0,0.524,0,31.29,Moderate
87902,Dima Hasao,26.456479,93.649976,322.37,19.38,64.73,249.61,766.83,0.313,clayey,alluvium,cropland,0.701,0.407,2.498,1,0.134,1,62.88,High
87903,Nagaon,26.892606,95.822917,27.2,5.55,37.36,150.94,431.1,0.302,clayey,sandstone,forest,0.653,1.458,1.364,0,0.384,0,26.89,Moderate
87904,Biswanath,25.539893,95.413044,59.63,4.53,49.11,100.22,336.72,0.385,lateritic,sandstone,cropland,0.679,1.177,4.954,0,0.037,0,23.1,Low
87905,Nagaon,24.196244,89.768191,47.22,2.33,53.11,120.64,429.29,0.414,colluvial,shale,bare_land,0.444,2.636,4.486,0,0.484,1,25.5,Moderate
87906,Goalpara,28.190646,95.410727,386.4,48.0,62.79,137.44,376.33,0.312,colluvial,shale,cropland,0.529,13.064,2.538,0,0.573,1,76.46,Very High
87907,Jorhat,24.437305,94.152432,40.46,4.61,36.02,91.99,225.46,0.215,clayey,sandstone,cropland,0.587,4.097,0.201,0,0.315,1,19.45,Low
87908,Golaghat,25.167228,95.028138,162.68,1.17,17.12,73.92,267.48,0.256,weathered_rock,alluvium,forest,0.724,5.397,1.504,0,0.265,1,13.1,Low
87909,Cachar,25.052334,93.450272,375.91,48.0,85.92,353.76,742.03,0.433,clayey,alluvium,built_up,0.513,2.268,1.695,0,0.484,1,87.59,Very High
87910,Dima Hasao,25.514429,93.715221,469.87,16.35,38.44,174.95,639.95,0.338,weathered_rock,shale,forest,0.635,4.833,1.615,0,0.263,1,47.19,Moderate
87911,Morigaon,27.223973,91.354091,33.89,5.29,17.99,82.26,168.23,0.161,colluvial,shale,bare_land,0.572,3.305,0.354,0,0.241,0,18.05,Low
87912,Karbi Anglong,27.888759,94.707208,68.78,42.05,182.57,634.18,1200.0,0.568,lateritic,shale,shrubland,0.572,3.676,0.242,0,0.24,1,93.78,Very High
87913,Morigaon,25.658629,94.443665,56.98,1.42,143.33,349.01,984.39,0.47,clayey,alluvium,forest,0.61,1.955,0.335,0,0.2,1,46.75,Moderate
87914,Udalguri,24.590756,93.9816,212.75,4.35,22.16,95.0,323.93,0.289,sandy_loam,weathered_mixed_rock,cropland,0.449,2.374,2.052,1,0.445,0,31.59,Moderate
87915,Sonitpur,24.100467,94.414717,945.33,25.32,70.9,255.99,970.47,0.49,alluvial,shale,built_up,0.696,0.784,0.64,0,0.097,1,68.79,High
87916,West Karbi Anglong,24.18765,94.202052,389.92,10.79,139.4,525.18,972.36,0.554,colluvial,granite,bare_land,0.623,1.945,0.614,1,0.216,1,74.32,High
87917,Hailakandi,26.58083,94.841187,371.6,5.87,89.98,272.63,608.09,0.364,weathered_rock,sandstone,forest,0.43,0.66,0.246,1,0.159,1,53.79,High
87918,West Karbi Anglong,25.42272,93.622412,429.82,17.22,114.41,326.67,819.78,0.475,alluvial,alluvium,cropland,0.554,3.485,1.162,0,0.251,1,64.22,High
87919,Karbi Anglong,24.935577,92.913387,257.41,8.44,27.45,101.88,368.25,0.314,alluvial,sandstone,forest,0.82,3.871,1.278,0,0.14,1,26.8,Moderate
87920,Dhemaji,24.973487,95.759628,20.23,2.83,28.83,169.69,593.76,0.335,colluvial,weathered_mixed_rock,cropland,0.755,0.094,1.552,0,0.061,1,27.3,Moderate
87921,Dima Hasao,24.008192,91.589015,460.7,2.84,62.18,169.27,626.38,0.418,clayey,granite,cropland,0.581,2.514,2.117,1,0.171,0,39.3,Moderate
87922,Kamrup,24.87728,92.374835,346.47,21.54,69.55,123.73,318.4,0.353,alluvial,gneiss,built_up,0.504,1.168,0.292,1,0.472,1,59.9,High
87923,Kamrup,24.692378,95.467656,310.51,11.78,48.06,140.43,657.73,0.381,weathered_rock,sandstone,forest,0.726,0.843,0.29,0,0.243,0,43.66,Moderate
87924,Karimganj,26.856264,92.497359,104.4,13.67,34.59,137.47,269.2,0.309,clayey,weathered_mixed_rock,forest,0.689,0.625,2.191,1,0.322,0,49.94,Moderate
87925,Morigaon,26.56526,92.86297,36.31,3.53,30.97,181.39,588.52,0.371,lateritic,sandstone,bare_land,0.792,2.605,1.402,0,0.202,0,26.27,Moderate
87926,Goalpara,27.789103,91.349933,1116.24,37.8,112.32,211.44,718.74,0.533,clayey,shale,cropland,0.558,0.232,2.247,0,0.393,1,78.34,Very High
87927,Hojai,24.581593,93.598283,58.37,3.7,137.01,237.3,632.19,0.357,clayey,shale,shrubland,0.642,0.663,0.527,0,0.254,0,41.61,Moderate
87928,Jorhat,28.245961,92.422989,14.47,2.37,71.92,242.87,757.7,0.413,lateritic,weathered_mixed_rock,cropland,0.725,2.526,3.37,0,0.28,1,33.49,Moderate
87929,Dima Hasao,25.329848,94.356003,273.03,10.47,35.19,183.29,360.52,0.308,clayey,alluvium,cropland,0.69,7.757,2.734,0,0.182,0,35.88,Moderate
87930,Bongaigaon,26.071706,93.136575,32.37,5.91,62.03,191.21,599.5,0.312,clayey,weathered_mixed_rock,cropland,0.578,1.719,1.138,0,0.288,1,32.87,Moderate
87931,Lakhimpur,26.104896,89.983415,191.04,4.74,95.99,429.07,1200.0,0.488,alluvial,weathered_mixed_rock,forest,0.679,0.055,3.806,0,0.264,1,56.18,High
87932,Biswanath,26.198893,89.843617,71.48,2.08,81.29,121.76,398.45,0.148,lateritic,alluvium,shrubland,0.851,0.752,1.661,0,0.091,1,18.05,Low
87933,Dhemaji,26.57949,92.926122,49.8,9.51,41.78,180.82,683.45,0.317,clayey,sandstone,built_up,0.707,2.035,2.35,0,0.356,0,34.4,Moderate
87934,Karbi Anglong,24.81917,93.508617,1080.85,31.46,21.17,154.82,590.92,0.363,sandy_loam,alluvium,cropland,0.426,0.556,0.842,0,0.44,1,65.47,High
87935,Dima Hasao,24.13683,93.74064,537.16,17.39,95.73,289.92,1013.69,0.358,alluvial,granite,forest,0.637,11.623,1.495,0,0.15,1,57.39,High
87936,West Karbi Anglong,27.596696,92.036649,249.68,8.95,71.42,243.83,686.56,0.558,clayey,granite,cropland,0.534,0.936,3.537,1,0.539,1,58.35,High
87937,Jorhat,26.91953,95.001051,50.7,1.07,75.66,234.46,555.49,0.282,colluvial,alluvium,shrubland,0.594,0.211,0.232,0,0.327,0,32.24,Moderate
